job_title,job_description,skills_extracted,location,experience,role_category,source_dataset
Senior Analyst - Data HM,"Data Analysis, Data Analyst, Subject Matter Expert, Data queries","Data Analysis, Data Analyst, Subject Matter Expert, Data queries",Chennai,5-10,Data Science,Naukri
DATA ANALYST - Manager/Sr. Manager,"Data analysis, performance analysis, Upselling, Cross Selling, Use Cases, Dashboards, Marketing","Data analysis, performance analysis, Upselling, Cross Selling, Use Cases, Dashboards, Marketing",Chennai,6-10,Data Science,Naukri
Senior Data Analyst,"Data analysis, SAS, Process improvement, XML, Javascript, Data collection, SPSS, Data mining","Data analysis, SAS, Process improvement, XML, Javascript, Data collection, SPSS, Data mining",Hyderabad/Secunderabad,3-4,Data Science,Naukri
Senior Data Analyst,"Data Validation, Data Quality, Automation, Finance, Data Management, Business Process, Data Analytics, Quality Assurance","Data Validation, Data Quality, Automation, Finance, Data Management, Business Process, Data Analytics, Quality Assurance",Mumbai,2-4,Data Science,Naukri
Senior Data Analyst,"analytical, data modeling, Business administration, Economics, Data Analyst, Mathematics, Management, Information technology","analytical, data modeling, Business administration, Economics, Data Analyst, Mathematics, Management, Information technology",Delhi,4-7,Data Science,Naukri
Sr . Data Analyst,"Data analysis, Publishing, Data management, Renewable energy, Analytical, Senior Data Analyst, Data Analyst, Continuous improvement","Data analysis, Publishing, Data management, Renewable energy, Analytical, Senior Data Analyst, Data Analyst, Continuous improvement",Gurgaon/Gurugram,3-6,Data Science,Naukri
SENIOR DATA ANALYST,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information","Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information","Udaipur, Bhilwara",5-10,Data Science,Naukri
"Sr. Analyst, Data Analysis - GCC","IT Skills, Java, Python, Machine Learning, Cloud, Project Management, Big Data, Data analysis","IT Skills, Java, Python, Machine Learning, Cloud, Project Management, Big Data, Data analysis",Pune,1-1,Data Science,Naukri
Senior Analyst - Insights and Data Solutions,"sql, Python","sql, Python",Remote,2-3,Data Science,Naukri
Senior Data Analyst With SAP Hana,"SAP, Business analysis, Workflow, business rules, Data Analyst, Informatica, sap hana, Oracle","SAP, Business analysis, Workflow, business rules, Data Analyst, Informatica, sap hana, Oracle",Noida,5-10,Data Science,Naukri
Senior Business Data Analyst,"IT Skills, Python, Testing, Data Science, Cloud, AWS, Tableau, Ticketing","IT Skills, Python, Testing, Data Science, Cloud, AWS, Tableau, Ticketing",Chennai,5-10,Data Science,Naukri
Sr . Data Analyst,"Linux, XML, Postgresql, HTML, JSON, Agile methodology, microsoft, Open source","Linux, XML, Postgresql, HTML, JSON, Agile methodology, microsoft, Open source",Pune,5-8,Data Science,Naukri
Sr. Data Analyst,"Data management, data science, MIS, Analytical, Finance, Agile, data visualization, Analytics","Data management, data science, MIS, Analytical, Finance, Agile, data visualization, Analytics",Chennai,3-6,Data Science,Naukri
Sr . Data Analyst,"Usage, Google Analytics, Office equipment, Analytical, SAAS, power bi, microsoft, Analysis services","Usage, Google Analytics, Office equipment, Analytical, SAAS, power bi, microsoft, Analysis services",Chennai,4-8,Data Science,Naukri
Internal Audit - Senior Data Analyst,"Manager Internal Audit, Data analysis, Analytical, Relationship building, Financial risk management, Oracle, Operations, Monitoring","Manager Internal Audit, Data analysis, Analytical, Relationship building, Financial risk management, Oracle, Operations, Monitoring",Chennai,3-5,Data Science,Naukri
Senior Business Data Analyst,"Business transformation, Data management, Management consulting, Actuarial, Data quality, Customer service, Operations, Information technology","Business transformation, Data management, Management consulting, Actuarial, Data quality, Customer service, Operations, Information technology",Mumbai,2-5,Data Science,Naukri
Senior Business Data Analyst,"Business transformation, Data management, Management consulting, Actuarial, Data quality, Customer service, Operations, Information technology","Business transformation, Data management, Management consulting, Actuarial, Data quality, Customer service, Operations, Information technology",Mumbai,1-4,Data Science,Naukri
Senior Data Analyst,"data analysis, SSIS, sql database, data management, data mining, Data Warehousing","data analysis, SSIS, sql database, data management, data mining, Data Warehousing",Hyderabad/Secunderabad,8-13,Data Science,Naukri
Senior Data Analyst,"analytics reporting, advanced analytics, Data analysis, Machine learning, Data Analyst, microsoft, Data mining, SQL Azure","analytics reporting, advanced analytics, Data analysis, Machine learning, Data Analyst, microsoft, Data mining, SQL Azure",Gurgaon,3-4,Data Science,Naukri
"Senior Analyst, Data Analytics","R, Python, Redshift, Excel, SQL queries, Oracle, Datawarehousing, Data Modelling","R, Python, Redshift, Excel, SQL queries, Oracle, Datawarehousing, Data Modelling",Ahmedabad,3-6,Data Science,Naukri
Senior Data Analyst,"Performance tuning, Diversity and Inclusion, SSRS, power bi, Data Analyst, SSIS, Business intelligence, Information technology","Performance tuning, Diversity and Inclusion, SSRS, power bi, Data Analyst, SSIS, Business intelligence, Information technology",Chennai,2-4,Data Science,Naukri
Data Analyst / Senior Data Analyst,"Alteryx, PowerBI, Azure, Tableau, written communication, PowerPoint, DAX, Advanced Excel Macros","Alteryx, PowerBI, Azure, Tableau, written communication, PowerPoint, DAX, Advanced Excel Macros",Gurgaon/Gurugram,3-8,Data Science,Naukri
Sr Data Informatics Analyst,"IT Skills, Python, AWS, Tableau, Power BI, SAP, Azure, Computer science","IT Skills, Python, AWS, Tableau, Power BI, SAP, Azure, Computer science",Hyderabad/Secunderabad,8-13,Data Science,Naukri
Senior Data Analyst,"Excel, Power Bi, SSAS, Dax, SQL Server, IT Skills, DevOps, Azure","Excel, Power Bi, SSAS, Dax, SQL Server, IT Skills, DevOps, Azure",Hyderabad/Secunderabad,4-9,Data Science,Naukri
Senior Data Analyst,"Data analysis, metadata, Cloud, Data structures, DNB, Data Analyst, Management, Data architecture","Data analysis, metadata, Cloud, Data structures, DNB, Data Analyst, Management, Data architecture",Hyderabad/Secunderabad,6-13,Data Science,Naukri
"Senior Analyst, Marketing Data and Insights","IT Skills, Testing, Cloud, AWS, Tableau, Salesforce, B2B Marketing, Query Optimization","IT Skills, Testing, Cloud, AWS, Tableau, Salesforce, B2B Marketing, Query Optimization",Gurgaon/Gurugram,2-5,Data Science,Naukri
"TTEC - Senior Analyst, Data Informatics","Data analysis, French, Excel, Business Economics, SAS Programming, Customer experience, Oracle, Information technology","Data analysis, French, Excel, Business Economics, SAS Programming, Customer experience, Oracle, Information technology",Hyderabad,4-6,Data Science,Naukri
Consultant / Senior Consultant - Data Analyst (SQL & Python),"Bfsi, Consulting, Banking, Programming, Data Analyst, Data analytics, SQL, Python","Bfsi, Consulting, Banking, Programming, Data Analyst, Data analytics, SQL, Python",Gurgaon,3-8,Data Science,Naukri
Senior Analyst - Data Services,"ERP, Data conversion, Managed services, Data management, RF, Business process improvement, MIS, Process improvement","ERP, Data conversion, Managed services, Data management, RF, Business process improvement, MIS, Process improvement",Chennai,3-5,Data Science,Naukri
Sr . Data Analyst - Business Insights,"Data Science, R, Data Analysis, Data Visualization, Advanced Excel, Data Analyst, Data Analytics, Statistics","Data Science, R, Data Analysis, Data Visualization, Advanced Excel, Data Analyst, Data Analytics, Statistics",Mumbai,2-5,Data Science,Naukri
Senior Data Analyst,"Tableau, AWS Quicksight, PowerBI, Quicksight, IT Skills, AWS, Business Intelligence, Data Structures","Tableau, AWS Quicksight, PowerBI, Quicksight, IT Skills, AWS, Business Intelligence, Data Structures",Kochi/Cochin,3-6,Data Science,Naukri
Sr. Data Analyst,"BPO, Excel, Coding, Technical writing, Analytical, Senior Data Analyst, Informatica, Data warehousing","BPO, Excel, Coding, Technical writing, Analytical, Senior Data Analyst, Informatica, Data warehousing","Noida, Gurgaon/Gurugram",5-10,Data Science,Naukri
Senior Data Analyst Marketing,"IT Skills, Project Management, Tableau, Salesforce, BPO, project management, Business Intelligence, Google Analytics","IT Skills, Project Management, Tableau, Salesforce, BPO, project management, Business Intelligence, Google Analytics",Hyderabad/Secunderabad,5-10,Data Science,Naukri
Sr . Business Data Analyst,"IT Skills, Python, Testing, Data Science, Project Management, Tableau, Power BI, metadata","IT Skills, Python, Testing, Data Science, Project Management, Tableau, Power BI, metadata",Chennai,7-11,Data Science,Naukri
Data Analyst - Data Visualization & Reporting,"DATA ANALYST, IT Skills, Testing, Tableau, BI Reporting, Business Intelligence, Work From Home, Power BI","DATA ANALYST, IT Skills, Testing, Tableau, BI Reporting, Business Intelligence, Work From Home, Power BI","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",5-10,Data Science,Naukri
Data Analyst,"excel, python, sql","excel, python, sql","Gurgaon/Gurugram, Bangalore/Bengaluru",3-5,Data Science,Naukri
Data Analyst - EdTech,"Data Analysis, Team Management, Content Delivery, Student Engagement, Data Analytics, Analytics, Customer Engagement, SQL","Data Analysis, Team Management, Content Delivery, Student Engagement, Data Analytics, Analytics, Customer Engagement, SQL",Bangalore/Bengaluru,2-6,Data Science,Naukri
Officer - Category Demand Management ( Data Analyst),"SAS, XML, Javascript, Data Analyst, SPSS, Data mining, Business intelligence, Operations","SAS, XML, Javascript, Data Analyst, SPSS, Data mining, Business intelligence, Operations",Bangalore/Bengaluru,2-6,Data Science,Naukri
Data Analyst,"Supply chain management, Excel, Analytical, Data Analyst, Predictive modeling, Data analytics, SPSS, Freight","Supply chain management, Excel, Analytical, Data Analyst, Predictive modeling, Data analytics, SPSS, Freight",Bangalore/Bengaluru,2-3,Data Science,Naukri
Data Analyst - Python / SQL,"Middle management, Process orientation, Conceptualization, Data Analyst, Data analytics, data visualization, Stakeholder management, Monitoring","Middle management, Process orientation, Conceptualization, Data Analyst, Data analytics, data visualization, Stakeholder management, Monitoring",Bangalore/Bengaluru,1-4,Data Science,Naukri
Consultant - Data Analyst,"Analytical, QlikView, Business intelligence, Macros, Data warehousing, Analytics, SQL, Python","Analytical, QlikView, Business intelligence, Macros, Data warehousing, Analytics, SQL, Python","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",0-2,Data Science,Naukri
Jr Data Analyst,"Root cause analysis, Corporate governance, Analytical, Data collection, ISS, MS Office, Financial services, Monitoring","Root cause analysis, Corporate governance, Analytical, Data collection, ISS, MS Office, Financial services, Monitoring",Mumbai,0-2,Data Science,Naukri
Data Analyst III - Omni Supply Chain and Stores,"IT Skills, Python, Testing, Big Data, Supply chain, Computer science, Product engineering, Data analysis","IT Skills, Python, Testing, Big Data, Supply chain, Computer science, Product engineering, Data analysis",Bangalore/Bengaluru,4-8,Data Science,Naukri
Financial Data Analyst,"IFRS/US GAAP, Accounting Standards, Financial Statements, Capital Market, Excel, Finance, Financial Statement Analysis, Financial Markets","IFRS/US GAAP, Accounting Standards, Financial Statements, Capital Market, Excel, Finance, Financial Statement Analysis, Financial Markets",Bangalore/Bengaluru,1-3,Data Science,Naukri
"Analyst, Data and Analytics","Qualitative research, Data analysis, Usage, Construction, Data modeling, Senior Analyst, Pharma, Analytics","Qualitative research, Data analysis, Usage, Construction, Data modeling, Senior Analyst, Pharma, Analytics",Bangalore/Bengaluru,2-4,Data Science,Naukri
Data Visualization Analyst,"Data Visualization, data warehouse, Exploratory Data Analysis, Data Engineering, Power BI, Alteryx, Tableau, Data Modeling","Data Visualization, data warehouse, Exploratory Data Analysis, Data Engineering, Power BI, Alteryx, Tableau, Data Modeling",Gurgaon/Gurugram,5-10,Data Science,Naukri
Officer - Category Demand Management ( Data Analyst),"SAS, XML, Javascript, Data Analyst, SPSS, Data mining, Business intelligence, Operations","SAS, XML, Javascript, Data Analyst, SPSS, Data mining, Business intelligence, Operations",Bangalore/Bengaluru,1-4,Data Science,Naukri
Urgent hiring For DATA analyst operation WFH,"Data Entry, Data Entry Operation","Data Entry, Data Entry Operation","Mohali, Chandigarh, Pune",0-5,Data Science,Naukri
Business/Data Systems Analyst 3,"Unix, Linux, Coding, Analytical, Resource allocation, Wellness, Informatica, Data mining","Unix, Linux, Coding, Analytical, Resource allocation, Wellness, Informatica, Data mining",Chennai,6-9,Data Science,Naukri
Data Analyst,"analytical, Microsoft Office, MS - Office, communication, Litigation, Workflow, Customer support, Business Development Executive","analytical, Microsoft Office, MS - Office, communication, Litigation, Workflow, Customer support, Business Development Executive",Coimbatore,0-4,Data Science,Naukri
Business Analyst ( Data ),"IT Skills, Project Management, BPO, project management, Data management, Financial reporting, MIS, Business analytics","IT Skills, Project Management, BPO, project management, Data management, Financial reporting, MIS, Business analytics",Mumbai,5-7,Data Science,Naukri
Data Analyst,"deep learning, Manager Quality Assurance, French, Business analysis, Artificial Intelligence, Manager Technology, Data quality, Spanish","deep learning, Manager Quality Assurance, French, Business analysis, Artificial Intelligence, Manager Technology, Data quality, Spanish",Gurgaon,0-1,Data Science,Naukri
